Model,Price,Year,Transmission,Fuel type,City
Opel Astra G,45000,1998,Механика,Бензин + газ,Вахдат
Opel Astra F,38000,1997,Механика,Бензин,Душанбе
Opel Astra H,59000,2006,Механика,Дизель,Душанбе
Opel Zafira,68000,2000,Механика,Бензин + газ,Джаббор Расулов
Opel Astra G,49500,1999,Механика,Газ,Куляб
Opel Astra G,42000,1999,Механика,Бензин,Гиссар
Opel Zafira,85000,2006,Автомат,Бензин,Худжанд
Opel Astra F,35000,1993,Механика,Бензин + газ,Худжанд
Opel Astra F,38000,1996,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Vectra B,45000,1996,Автомат,Бензин + газ,Шахринав
Opel Astra H,51000,2004,Механика,Бензин,Душанбе
Opel Astra H,68000,2008,Автомат,Дизель,Душанбе
Opel Astra H,75000,2007,Механика,Бензин + газ,Душанбе
Opel Zafira,70000,2007,Механика,Бензин,Носири Хусрав
Opel Astra F,26000,1996,Механика,Бензин + газ,Вахдат
Opel Vectra A,17000,1995,Механика,Бензин + газ,Фархор
Opel Zafira,105000,2014,Механика,Бензин,Душанбе
Opel Vectra A,13000,1992,Механика,Бензин + газ,Файзабад
Opel Astra G,50000,1998,Механика,Бензин + газ,Душанбе
Opel Astra G,47000,1998,Механика,Бензин + газ,Душанбе
Opel Astra F,32000,1992,Механика,Бензин + газ,Худжанд
Opel Astra F,39000,1996,Механика,Бензин + газ,Куляб
Opel Astra F,41500,1998,Механика,Бензин + газ,Душанбе
Opel Vectra B,49000,1999,Автомат,Бензин + газ,Душанбе
Opel Vectra A,35000,1994,Механика,Бензин + газ,Хамадани
Opel Vectra B,40000,1996,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Vectra A,16000,1992,Механика,Газ,Канибадам
Opel Astra F,25499,1993,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra F,14999,1993,Механика,Бензин + газ,Худжанд
Opel Astra H,65000,2007,Механика,Бензин,Душанбе
Opel Vectra A,25000,1995,Механика,Бензин + газ,Вахдат
Opel Zafira,62000,2003,Механика,Бензин,Душанбе
Opel Astra F,39000,1995,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Astra G,79000,2003,Механика,Бензин + газ,Гиссар
Opel Astra G,52000,1998,Механика,Бензин,Душанбе
Opel Astra F,33000,1996,Механика,Бензин,Куляб
Opel Astra F,25000,1992,Механика,Бензин + газ,Гиссар
Opel Zafira,56000,1999,Механика,Бензин + газ,Спитамен
Opel Astra F,56000,1997,Механика,Бензин,Пенджикент
Opel Vectra A,20000,1995,Механика,Бензин + газ,Рудаки
Opel Zafira,90000,2006,Механика,Бензин + газ,Ашт
Opel Vectra A,34000,1995,Механика,Бензин + газ,Яван
Opel Astra H,55999,2004,Механика,Бензин,Худжанд
Opel Astra F,39500,1997,Механика,Бензин + газ,Душанбе
Opel Astra H,58000,2006,Автомат,Бензин + газ,Джалолиддин Балхи (Руми)
Opel Astra F,30000,1995,Механика,Бензин + газ,Нурабад
Opel Astra H,54000,2007,Механика,Бензин,Душанбе
Opel Astra G,62000,1999,Механика,Бензин + газ,Пенджикент
Opel Astra F,25000,1992,Механика,Бензин + газ,Душанбе
Opel Astra G,90000,2005,Механика,Бензин,Душанбе
Opel Astra F,36000,1996,Механика,Бензин + газ,Худжанд
Opel Astra G,55000,1998,Механика,Бензин + газ,Куляб
Opel Astra G,48000,1999,Механика,Бензин,Джалолиддин Балхи (Руми)
Opel Astra G,73000,2007,Механика,Бензин,Душанбе
Opel Astra G,45000,2000,Механика,Бензин,Дусти (Джиликуль)
Opel Astra F,38000,1995,Механика,Бензин + газ,Ашт
Opel Vectra A,53000,1995,Механика,Бензин + газ,Душанбе
Opel Astra H,65000,2007,Механика,Бензин,Куляб
Opel Zafira,102000,2005,Механика,Бензин,Душанбе
Opel Astra F,21000,1994,Механика,Бензин + газ,Восе
Opel Zafira,66000,2002,Механика,Бензин,Пенджикент
Opel Astra G,50000,1999,Механика,Бензин + газ,Душанбе
Opel Astra F,40000,1997,Механика,Бензин + газ,Куляб
Opel Astra H,70000,2008,Механика,Бензин,Душанбе
Opel Astra G,90000,2008,Механика,Бензин + газ,Душанбе
Opel Astra F,45000,1997,Механика,Бензин + газ,Вахдат
Opel Combo,85000,2007,Механика,Бензин + газ,Душанбе
Opel Combo,79000,2006,Механика,Бензин + газ,Куляб
Opel Astra F,38500,1997,Автомат,Бензин + газ,Душанбе
Opel Astra G,60000,1999,Механика,Бензин,Вахдат
Opel Astra G,45000,1999,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Zafira,60000,2006,Автомат,Бензин,Джайхун (Кумсангир)
Opel Astra F,28500,1995,Механика,Бензин + газ,Яван
Opel Astra F,34000,1997,Механика,Бензин + газ,Душанбе
Opel Astra F,27999,1994,Механика,Бензин + газ,Файзабад
Opel Vectra A,20000,1988,Механика,Бензин + газ,Матча
Opel Astra G,56999,1999,Механика,Бензин,Душанбе
Opel Astra F,36000,1997,Механика,Бензин,Душанбе
Opel Astra F,38500,1997,Механика,Бензин + газ,Дангара
Opel Astra F,30000,1995,Механика,Бензин + газ,Душанбе
Opel Vectra B,55000,1999,Робот,Бензин + газ,Ашт
Opel Astra J,119999,2016,Автомат,Бензин,Худжанд
Opel Astra G,60000,1999,Механика,Бензин,Худжанд
Opel Vectra B,52000,1999,Механика,Бензин + газ,Бустон (Чкаловск)
Opel Astra J,106000,2014,Механика,Бензин,Худжанд
Opel Vectra A,20000,1992,Механика,Бензин + газ,Душанбе
Opel Astra G,63500,1999,Механика,Бензин + газ,Истаравшан
Opel Astra F,34000,1996,Механика,Бензин + газ,Шахритус
Opel Astra F,45000,1997,Механика,Бензин,Вахдат
Opel Astra F,50000,1995,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra F,38000,1997,Механика,Бензин + газ,Куляб
Opel Astra F,23000,1992,Механика,Бензин,Худжанд
Opel Combo,42000,2007,Механика,Бензин,Душанбе
Opel Astra F,30000,1996,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra H,76000,2007,Механика,Бензин,Худжанд
Opel Astra G,68500,2006,Автомат,Бензин + газ,Куляб
Opel Zafira,72000,2006,Автомат,Дизель,Гулистон (Кайраккум)
Opel Astra F,33333,1995,Механика,Бензин,Файзабад
Opel Astra F,45000,1996,Механика,Бензин,Пенджикент
Opel Astra F,34000,1996,Механика,Бензин + газ,Душанбе
Opel Vectra A,22500,1995,Механика,Бензин + газ,Муминабад
Opel Astra F,33333,1995,Механика,Бензин,Душанбе
Opel Astra H,61000,2006,Механика,Бензин,Душанбе
Opel Combo,58000,2008,Механика,Бензин,Деваштич (Ганчи)
Opel Astra F,27000,1993,Механика,Бензин + газ,Яван
Opel Astra F,36000,1997,Механика,Бензин,Дангара
Opel Astra F,52000,1996,Механика,Бензин,Дангара
Opel Vectra B,45000,1999,Механика,Бензин,Яван
Opel Astra F,30000,1992,Механика,Бензин + газ,Ашт
Opel Astra F,28500,1993,Механика,Бензин,Бободжон Гафуров
Opel Insignia,85000,2010,Автомат,Дизель,Худжанд
Opel Astra F,45000,1997,Механика,Бензин + газ,Душанбе
Opel Astra G,68000,2005,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Astra G,60000,2002,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Antara,60000,2007,Механика,Бензин + газ,Вахдат
Opel Astra H,52000,2006,Автомат,Дизель,Пенджикент
Opel Astra G,62000,1998,Механика,Бензин + газ,Фархор
Opel Vectra B,51000,2002,Механика,Бензин,Вахдат
Opel Zafira,40000,1997,Механика,Бензин,Душанбе
Opel Astra F,44000,1998,Механика,Бензин,Душанбе
Opel Astra G,61000,2003,Механика,Бензин + газ,Фархор
Opel Astra F,28000,1996,Механика,Бензин,Яван
Opel Vectra B,33000,1996,Механика,Бензин + газ,Куляб
Opel Astra F,22000,1992,Механика,Бензин + газ,Вахдат
Opel Astra G,83500,2004,Механика,Бензин,Душанбе
Opel Astra G,76000,2003,Механика,Бензин,Душанбе
Opel Vectra B,32000,1998,Механика,Бензин + газ,Вахдат
Opel Vectra B,49000,1999,Механика,Бензин + газ,Вахдат
Opel Astra F,25000,1992,Механика,Бензин,Джайхун (Кумсангир)
Opel Vectra A,17500,1994,Механика,Бензин,Душанбе
Opel Sintra,35000,1997,Механика,Газ,Вахдат
Opel Astra G,42500,1999,Механика,Бензин,Джалолиддин Балхи (Руми)
Opel Zafira,72000,2000,Механика,Бензин,Душанбе
Opel Vectra B,40000,1996,Механика,Бензин + газ,Душанбе
Opel Zafira,49999,1999,Механика,Бензин,Душанбе
Opel Vectra A,26000,1994,Механика,Бензин,Абдурахмони Джоми
Opel Astra F,36000,1994,Механика,Бензин + газ,Варзоб
Opel Astra G,57000,2008,Механика,Бензин + газ,Душанбе
Opel Astra G,60000,1998,Механика,Бензин,Турсунзаде
Opel Zafira,70000,2003,Механика,Бензин + газ,Шахринав
Opel Astra G,65000,2002,Механика,Бензин + газ,Муминабад
Opel Astra H,67000,2006,Механика,Дизель,Худжанд
Opel Astra F,17000,1997,Механика,Бензин + газ,Душанбе
Opel Astra F,37000,1997,Механика,Бензин + газ,Душанбе
Opel Astra G,70000,2007,Механика,Бензин,Душанбе
